# Tesserae V3 results
#
# session   = 00000077
# source    = statius.thebaid
# target    = statius.achilleid.part.7.1,560-674
# unit      = line
# feature   = stem
# stopsize  = 10
# stbasis   = both
# stopwords = et qui quis in hic iam ille neque tu ego
# max_dist  = 10
# dibasis   = freq
# cutoff    = 9
# filter    = off

"RESULT"	"TARGET_LOC"	"TARGET_TXT"	"SOURCE_LOC"	"SOURCE_TXT"	"SHARED"	"SCORE"
51	"stat. ach. 1.628"	"Haemonii? **quaerisne** meos, Sperchie, **natatus**"	"stat. theb. 4.704"	"stat pecus, atque amnes **quaerunt** armenta **natatos**."	"nato; quaero"	9.40
52	"stat. ach. 1.630"	"nullus **honos**? **Stygiasque** procul iam raptus ad umbras"	"stat. theb. 4.53"	"saevus **honos** fluvio: **Stygias** lustrare severis"	"stygius; honor"	9.03
53	"stat. ach. 1.630"	"nullus **honos**? **Stygiasque** procul iam raptus ad umbras"	"stat. theb. 4.624"	"et **Stygiis** mandabo deis.” mulcetur **honoris**"	"stygius; honor"	9.31
54	"stat. ach. 1.630"	"**nullus** honos? Stygiasque procul iam raptus ad **umbras**"	"stat. theb. 4.738"	"conlustrent **nullaque** **umbratam** nube Syenen."	"umbro; nullus"	9.19
55	"stat. ach. 1.630"	"nullus honos? **Stygiasque** procul iam **raptus** ad umbras"	"stat. theb. 10.833"	"arma Iovem contra **Stygiae** **rapuere** sorores,"	"rapio; stygius"	9.24
56	"stat. ach. 1.631"	"dicor, et orbatus **plangit** **mea** funera Chiron?"	"stat. theb. 9.722"	"et nunc illa **meas** ingentem **plangit** ad aras"	"meo-meus; plango"	9.04
57	"stat. ach. 1.631"	"dicor, et **orbatus** plangit mea **funera** Chiron?"	"stat. theb. 10.7"	"**funeraque** **orba** rogis neglectaque membra relinquunt."	"orbo; funero-funus"	9.49
58	"stat. ach. 1.631"	"dicor, et **orbatus** plangit **mea** funera Chiron?"	"stat. theb. 10.708"	"pervenias: ne perge **meos** **orbare** penates,"	"meus; orbo"	9.70
59	"stat. ach. 1.631"	"dicor, et orbatus plangit **mea** **funera** Chiron?"	"stat. theb. 11.696"	"sedibus; an refert, quo **funera** longa **measque**"	"meo-meus; funero-funus"	9.53
60	"stat. ach. 1.631"	"dicor, et orbatus **plangit** **mea** **funera** Chiron?"	"stat. theb. 12.383"	"mene times? **mea** membra tenes, **mea** **funera** **plangis**."	"funero-funus; plango; meo-meum-meus"	9.09
61	"stat. ach. 1.631"	"dicor, et orbatus **plangit** mea **funera** Chiron?"	"stat. theb. 12.475"	"cuncta docens, qua gente satae, quae **funera** **plangant**"	"funero-funus; plango"	9.61
62	"stat. ach. 1.632"	"tu nunc tela **manu**, nostros tu **dirigis** arcus"	"stat. theb. 9.773"	"aut unam saevire **manum**? modo **derigit** ictus,"	"manus; dirigo"	9.28
63	"stat. ach. 1.637"	"aequaevamque facem captus **noctesque** **diesque**"	"stat. theb. 3.76"	"quinquaginta animae circum **noctesque** **diesque**"	"dies; nox"	9.08
64	"stat. ach. 1.637"	"aequaevamque facem captus **noctesque** **diesque**"	"stat. theb. 5.82"	"virginitas annique tegunt — sub **nocte** **dieque**"	"dies; nox"	9.39
65	"stat. ach. 1.637"	"aequaevamque facem captus **noctesque** **diesque**"	"stat. theb. 6.335"	"in vires adducta venus); **noctemque** **diemque**"	"dies; nox"	9.27
66	"stat. ach. 1.637"	"aequaevamque facem captus **noctesque** **diesque**"	"stat. theb. 7.398"	"Interea Danai **noctemque** **diemque** sub armis,"	"dies; nox"	9.27
67	"stat. ach. 1.637"	"aequaevamque facem captus **noctesque** **diesque**"	"stat. theb. 7.503"	"a miserae matres! hunc te **noctesque** **diesque**"	"dies; nox"	9.08
68	"stat. ach. 1.637"	"aequaevamque facem captus **noctesque** **diesque**"	"stat. theb. 11.377"	"tu mihi fortis adhuc? mihi, quae tua **nocte** **dieque**"	"dies; nox"	9.39
69	"stat. ach. 1.637"	"aequaevamque facem captus **noctesque** **diesque**"	"stat. theb. 12.396"	"te cupiit unam **noctesque** **diesque** locutus"	"dies; nox"	9.08
70	"stat. ach. 1.637"	"aequaevamque facem captus **noctesque** **diesque**"	"stat. theb. 12.485"	"auditi quicumque rogant, **noctesque** **diesque**"	"dies; nox"	9.08
71	"stat. ach. 1.638"	"dissimulas. quonam usque **premes** urentia **pectus**"	"stat. theb. 5.686"	"si vilem, tanti **premerent** cum **pectora** luctus,"	"pectus; premo"	9.40
72	"stat. ach. 1.638"	"dissimulas. **quonam** **usque** **premes** urentia pectus"	"stat. theb. 9.512"	"Inachidas, **quonam** **usque** **premes**? iam Pallas et odit"	"quisnam-quonam; usque; premo"	9.62
73	"stat. ach. 1.641"	"tempestiva **suis** torpere silentia **furtis**"	"stat. theb. 11.758"	"destituunt **furto**; nulli **sua** signa **suusque**"	"suus; furtum"	9.08
74	"stat. ach. 1.642"	"vi potitur votis et toto **pectore** **veros**"	"stat. theb. 8.171"	"Amphiarae, tuas fecundaque **pectora** **veri**"	"uerus; pectus"	9.20
75	"stat. ach. 1.643"	"admovet amplexus; **vidit** chorus omnis **ab** alto"	"stat. theb. 5.205"	"prima fames, **a** **vidique** implorant ubera nati."	"ab; uideo"	9.31
76	"stat. ach. 1.643"	"**admovet** amplexus; **vidit** chorus omnis ab alto"	"stat. theb. 11.560"	"dum **videt**.” haec dicens gressus **admovit** et arma,"	"uideo; admoueo"	9.08
77	"stat. ach. 1.646"	"sed Bacchi comites, **discussa** **nube** soporis,"	"stat. theb. 9.175"	"aspicit infelix **discussa** **nube** quietos"	"discutio; nubes-nubis-nubo"	9.91
78	"stat. ach. 1.649"	"ante tamen **dubiam** verbis **solatus** amicis:"	"stat. theb. 4.202"	"te sine: sat **dubium** coetu **solante** timorem"	"dubius; solo"	9.59
79	"stat. ach. 1.649"	"ante tamen **dubiam** verbis **solatus** amicis:"	"stat. theb. 7.802"	"tela **solo**, **dubiasque** vagi nituntur in hastas"	"dubius; solo"	9.67
80	"stat. ach. 1.649"	"ante tamen dubiam **verbis** **solatus** amicis:"	"stat. theb. 9.603"	"**verbaque** sollicitas matrum **solantia** curas"	"solo-solor; uerbum"	9.77
81	"stat. ach. 1.651"	"paene Iovi silvis nivibusque **immisit** **alendum**"	"stat. theb. 3.317"	"flagrantes **immisit** equos, non ocius **alti**"	"alo; immitto"	9.16
82	"stat. ach. 1.651"	"paene Iovi **silvis** **nivibusque** immisit **alendum**"	"stat. theb. 7.72"	"dant **silvae** **nixque** **alta** locum; regit atra iugales"	"alo; silua; nix"	9.54
83	"stat. ach. 1.653"	"tegmina, ni **primo** tu **visa** in litore: cessi"	"stat. theb. 5.205"	"**prima** fames, a **vidique** implorant ubera nati."	"primus; uideo"	9.19
84	"stat. ach. 1.653"	"tegmina, ni **primo** tu **visa** in litore: cessi"	"stat. theb. 7.294"	"cui senior ridens: non **prima** errore **videndi**"	"primus; uideo"	9.34
85	"stat. ach. 1.654"	"te propter, tibi pensa **manu**, tibi mollia **gesto**"	"stat. theb. 2.578"	"quae duo sola **manu** **gestans** adelinia monti"	"gesto; manus"	9.38
86	"stat. ach. 1.654"	"te propter, tibi pensa manu, tibi **mollia** **gesto**"	"stat. theb. 9.614"	"non tamen aut teretes thyrsos aut **mollia** **gessi**"	"gero; molle-mollia-mollis"	9.95
87	"stat. ach. 1.656"	"quid **gemis** ingentes caelo **paritura** nepotes?"	"stat. theb. 6.172"	"cui **peperi**; sic aequa **gemant** mihi funera matres"	"pario; gemo"	9.41
88	"stat. ach. 1.657"	"sed pater — : ante **igni** **ferroque** excisa iacebit"	"stat. theb. 7.24"	"**ferrum** **ignemque** ferens, implorantesque Tonantem"	"ignis; ferrum"	9.31
89	"stat. ach. 1.659"	"moenia, quam **saevo** **mea** tu conubia pendas"	"stat. theb. 10.888"	"nunc ubi **saeva** manus, **meaque** heu cunabula flammae,"	"meo-meum-meus; saeuus"	9.55
90	"stat. ach. 1.660"	"**funere**: non adeo **parebimus** omnia matri.”"	"stat. theb. 6.71"	"fama iuvat, **parvique** augescunt **funere** manes,"	"pareo; funus"	9.32
91	"stat. ach. 1.660"	"funere: non **adeo** parebimus **omnia** matri.”"	"stat. theb. 10.554"	"divisere **aditus**, **omnique** in limine saevus"	"adeo; omnis"	9.11
92	"stat. ach. 1.660"	"funere: **non** **adeo** parebimus omnia matri.”"	"stat. theb. 11.744"	"magna tamen facies et **non** **adeunda** senectus;"	"adeo; non"	9.69
93	"stat. ach. 1.663"	"quamquam olim **suspecta** **fides**, et comminus ipsum"	"stat. theb. 2.537"	"vox. **fidamque** negant **suspecta** silentia pacem,"	"suspecto-suspicio; fido"	9.90
94	"stat. ach. 1.665"	"quid faciat? **casusne** suos ferat ipsa **parenti**"	"stat. theb. 5.318"	"plango metu, si forte premant, **cassumque** **parenti**"	"casus; parens-pareo"	9.30
95	"stat. ach. 1.665"	"quid **faciat**? casusne suos ferat **ipsa** parenti"	"stat. theb. 12.499"	"fama minor **factis**: **ipsos** nam credere dignum"	"facio; ipse"	9.34
96	"stat. ach. 1.666"	"seque **simul** iuvenemque **premat**, fortassis acerbas"	"stat. theb. 4.219"	"arma **simul** **pressasque** iugo moderatur habenas."	"simul; premo"	9.53
97	"stat. ach. 1.666"	"seque simul iuvenemque **premat**, fortassis **acerbas**"	"stat. theb. 9.302"	"sic **premit** adversos et **acerbat** vulnera dictis"	"acerbo; premo"	9.28
98	"stat. ach. 1.668"	"ille diu deceptus amor: **silet** aegra **premitque**"	"stat. theb. 10.91"	"Otia vestibulo **pressisque** **Silentia** pinnis"	"sileo; premo"	9.58
99	"stat. ach. 1.669"	"iam commune **nefas**; **unam** placet addere furtis"	"stat. theb. 3.628"	"ante **nefas**, **unique** tacet tibi noster Apollo."	"nefas; unus"	9.75
100	"stat. ach. 1.671"	"adnuit. illa astu **tacito** **raptumque** pudorem"	"stat. theb. 9.513"	"Tydea, iam **rapto** **tacuerunt** augure Delphi:"	"taceo; rapio-raptum"	9.63
101	"stat. ach. 1.672"	"**surgentemque** uterum **atque** aegrosin pondere menses"	"stat. theb. 2.27"	"Cerberus **atque** omnes capitum **subrexit** hiatus"	"atque; surgo"	9.22
102	"stat. ach. 1.673"	"occuluit, plenis donec **stata** tempora **metis**"	"stat. theb. 7.713"	"comminus hunc **stantem** **metit**, hunc a poplite sectum,"	"metior-meto; sto"	9.44
